,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
1760,1760,벤츠  6세대  S63L AMG 4매틱+ -???,차량번호 245서5000,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159110&gubun=I,2018.04,"36,000 km",가솔린,"3,982 cc (612마력)",검정색,불가,[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1761,1761,벤츠  6세대  S450L 4매틱 마일드 하이브리드 -???,차량번호 번호판없음,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2174387&gubun=I,2019.00,"27,000 km",가솔린,"2,996 cc (367마력)",검정색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1762,1762,벤츠  7세대  S350 d -???,차량번호 125호6574,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2175932&gubun=I,2022.08,13 km,디젤,"2,925 cc (286마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1763,1763,벤츠  7세대  S500L 4매틱 -???,차량번호 320주2537,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2177205&gubun=I,2022.02?(21년형),"7,000 km",가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,무,유,유,유,유,유,미등록,,,,,,,,,
1764,1764,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호7230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2182817&gubun=I,2022.10,"2,400 km",가솔린,"3,982 cc (503마력)",흰색,"36개월 / 100,000km",[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1766,1766,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5470,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2193080&gubun=I,2022.05,"9,200 km",가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1767,1767,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 248도7135,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2189259&gubun=I,2022.01,"14,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1768,1768,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5522,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166119&gubun=I,2022.06,"21,000 km",가솔린,"3,982 cc (503마력)",검정투톤,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1769,1769,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 152러6099,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199793&gubun=I,2021.12?(22년형),"23,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1770,1770,벤츠 마이바흐 2세대  S580 4매틱 나이트폴???,차량번호 125호7310,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2183763&gubun=I,2022.10,23 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1771,1771,벤츠 마이바흐 2세대  S680 4매틱 -???,차량번호 187다8288,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2170001&gubun=I,2022.04,"12,935 km",가솔린,"5,980 cc (630마력)",검정색,불가,[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1772,1772,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 101하7049,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2146051&gubun=I,2021.12,"8,549 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1773,1773,벤츠 마이바흐 2세대  S580 4매틱 메트로폴리탄 나이트워크???,차량번호 125호6699,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2178880&gubun=I,2022.09,25 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1774,1774,벤츠 마이바흐 2세대  S680 4매틱 -???,차량번호 204누4226,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205346&gubun=I,2023.03?(22년형),"10,000 km",가솔린,"5,980 cc (630마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1775,1775,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 387서5878,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205221&gubun=I,2022.05,469 km,가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1777,1777,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 122어7071,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2168849&gubun=I,2022.06,77 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1778,1778,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 177보9334,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2191319&gubun=I,2022.02,"11,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1779,1779,벤츠 마이바흐 1세대  S500 -???,차량번호 32고0762,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2193486&gubun=I,2015.06,"91,000 km",가솔린,"4,663 cc (455마력)",검정색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1780,1780,벤츠 마이바흐 1세대  S650 -???,차량번호 303저1111,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203399&gubun=I,2019.06,"57,000 km",가솔린,"5,980 cc (630마력)",검정투톤,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1781,1781,벤츠 마이바흐 1세대  S560 4매틱 -???,차량번호 169저7777,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199185&gubun=I,2019.02,"41,000 km",가솔린,"3,982 cc (469마력)",검정색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1783,1783,벤츠 마이바흐 1세대  S560 4매틱 -???,차량번호 06서9921,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2198676&gubun=I,2018.02,"54,410 km",가솔린,"3,982 cc (469마력)",진회색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1784,1784,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호7230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2182817&gubun=I,2022.10,"2,400 km",가솔린,"3,982 cc (503마력)",흰색,"36개월 / 100,000km",[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1786,1786,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5470,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2193080&gubun=I,2022.05,"9,200 km",가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1787,1787,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 248도7135,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2189259&gubun=I,2022.01,"14,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1788,1788,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5522,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166119&gubun=I,2022.06,"21,000 km",가솔린,"3,982 cc (503마력)",검정투톤,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1789,1789,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 152러6099,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199793&gubun=I,2021.12?(22년형),"23,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1790,1790,벤츠 마이바흐 2세대  S580 4매틱 나이트폴???,차량번호 125호7310,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2183763&gubun=I,2022.10,23 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1791,1791,벤츠 마이바흐 2세대  S680 4매틱 -???,차량번호 187다8288,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2170001&gubun=I,2022.04,"12,935 km",가솔린,"5,980 cc (630마력)",검정색,불가,[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1792,1792,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 101하7049,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2146051&gubun=I,2021.12,"8,549 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1793,1793,벤츠 마이바흐 2세대  S580 4매틱 메트로폴리탄 나이트워크???,차량번호 125호6699,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2178880&gubun=I,2022.09,25 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1794,1794,벤츠 마이바흐 2세대  S680 4매틱 -???,차량번호 204누4226,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205346&gubun=I,2023.03?(22년형),"10,000 km",가솔린,"5,980 cc (630마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1795,1795,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 387서5878,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205221&gubun=I,2022.05,469 km,가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1797,1797,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 122어7071,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2168849&gubun=I,2022.06,77 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1798,1798,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 177보9334,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2191319&gubun=I,2022.02,"11,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1799,1799,벤츠 마이바흐 1세대  S500 -???,차량번호 32고0762,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2193486&gubun=I,2015.06,"91,000 km",가솔린,"4,663 cc (455마력)",검정색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1800,1800,벤츠 마이바흐 1세대  S650 -???,차량번호 303저1111,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203399&gubun=I,2019.06,"57,000 km",가솔린,"5,980 cc (630마력)",검정투톤,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1801,1801,벤츠 마이바흐 1세대  S560 4매틱 -???,차량번호 169저7777,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199185&gubun=I,2019.02,"41,000 km",가솔린,"3,982 cc (469마력)",검정색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1803,1803,벤츠 마이바흐 1세대  S560 4매틱 -???,차량번호 06서9921,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2198676&gubun=I,2018.02,"54,410 km",가솔린,"3,982 cc (469마력)",진회색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1804,1804,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호7230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2182817&gubun=I,2022.10,"2,400 km",가솔린,"3,982 cc (503마력)",흰색,"36개월 / 100,000km",[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1806,1806,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5470,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2193080&gubun=I,2022.05,"9,200 km",가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1807,1807,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 248도7135,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2189259&gubun=I,2022.01,"14,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1808,1808,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5522,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166119&gubun=I,2022.06,"21,000 km",가솔린,"3,982 cc (503마력)",검정투톤,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1809,1809,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 152러6099,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199793&gubun=I,2021.12?(22년형),"23,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1810,1810,벤츠 마이바흐 2세대  S580 4매틱 나이트폴???,차량번호 125호7310,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2183763&gubun=I,2022.10,23 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1811,1811,벤츠 마이바흐 2세대  S680 4매틱 -???,차량번호 187다8288,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2170001&gubun=I,2022.04,"12,935 km",가솔린,"5,980 cc (630마력)",검정색,불가,[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1812,1812,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 101하7049,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2146051&gubun=I,2021.12,"8,549 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1813,1813,벤츠 마이바흐 2세대  S580 4매틱 메트로폴리탄 나이트워크???,차량번호 125호6699,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2178880&gubun=I,2022.09,25 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1814,1814,벤츠 마이바흐 2세대  S680 4매틱 -???,차량번호 204누4226,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205346&gubun=I,2023.03?(22년형),"10,000 km",가솔린,"5,980 cc (630마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1815,1815,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 387서5878,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205221&gubun=I,2022.05,469 km,가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1817,1817,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 122어7071,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2168849&gubun=I,2022.06,77 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1818,1818,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 177보9334,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2191319&gubun=I,2022.02,"11,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1819,1819,벤츠 마이바흐 1세대  S500 -???,차량번호 32고0762,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2193486&gubun=I,2015.06,"91,000 km",가솔린,"4,663 cc (455마력)",검정색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1820,1820,벤츠 마이바흐 1세대  S650 -???,차량번호 303저1111,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203399&gubun=I,2019.06,"57,000 km",가솔린,"5,980 cc (630마력)",검정투톤,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1821,1821,벤츠 마이바흐 1세대  S560 4매틱 -???,차량번호 169저7777,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199185&gubun=I,2019.02,"41,000 km",가솔린,"3,982 cc (469마력)",검정색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1823,1823,벤츠 마이바흐 1세대  S560 4매틱 -???,차량번호 06서9921,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2198676&gubun=I,2018.02,"54,410 km",가솔린,"3,982 cc (469마력)",진회색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1824,1824,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호7230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2182817&gubun=I,2022.10,"2,400 km",가솔린,"3,982 cc (503마력)",흰색,"36개월 / 100,000km",[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1826,1826,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5470,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2193080&gubun=I,2022.05,"9,200 km",가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1827,1827,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 248도7135,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2189259&gubun=I,2022.01,"14,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1828,1828,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5522,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166119&gubun=I,2022.06,"21,000 km",가솔린,"3,982 cc (503마력)",검정투톤,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1829,1829,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 152러6099,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199793&gubun=I,2021.12?(22년형),"23,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1830,1830,벤츠 마이바흐 2세대  S580 4매틱 나이트폴???,차량번호 125호7310,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2183763&gubun=I,2022.10,23 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1831,1831,벤츠 마이바흐 2세대  S680 4매틱 -???,차량번호 187다8288,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2170001&gubun=I,2022.04,"12,935 km",가솔린,"5,980 cc (630마력)",검정색,불가,[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1832,1832,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 101하7049,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2146051&gubun=I,2021.12,"8,549 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1833,1833,벤츠 마이바흐 2세대  S580 4매틱 메트로폴리탄 나이트워크???,차량번호 125호6699,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2178880&gubun=I,2022.09,25 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1834,1834,벤츠 마이바흐 2세대  S680 4매틱 -???,차량번호 204누4226,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205346&gubun=I,2023.03?(22년형),"10,000 km",가솔린,"5,980 cc (630마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1835,1835,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 387서5878,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205221&gubun=I,2022.05,469 km,가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1837,1837,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 122어7071,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2168849&gubun=I,2022.06,77 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1838,1838,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 177보9334,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2191319&gubun=I,2022.02,"11,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1839,1839,벤츠 마이바흐 1세대  S500 -???,차량번호 32고0762,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2193486&gubun=I,2015.06,"91,000 km",가솔린,"4,663 cc (455마력)",검정색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1840,1840,벤츠 마이바흐 1세대  S650 -???,차량번호 303저1111,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203399&gubun=I,2019.06,"57,000 km",가솔린,"5,980 cc (630마력)",검정투톤,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1841,1841,벤츠 마이바흐 1세대  S560 4매틱 -???,차량번호 169저7777,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199185&gubun=I,2019.02,"41,000 km",가솔린,"3,982 cc (469마력)",검정색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1843,1843,벤츠 마이바흐 1세대  S560 4매틱 -???,차량번호 06서9921,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2198676&gubun=I,2018.02,"54,410 km",가솔린,"3,982 cc (469마력)",진회색,불가,[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1844,1844,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호7230,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2182817&gubun=I,2022.10,"2,400 km",가솔린,"3,982 cc (503마력)",흰색,"36개월 / 100,000km",[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1846,1846,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5470,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2193080&gubun=I,2022.05,"9,200 km",가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1847,1847,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 248도7135,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2189259&gubun=I,2022.01,"14,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1848,1848,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 125호5522,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166119&gubun=I,2022.06,"21,000 km",가솔린,"3,982 cc (503마력)",검정투톤,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1849,1849,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 152러6099,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199793&gubun=I,2021.12?(22년형),"23,000 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1850,1850,벤츠 마이바흐 2세대  S580 4매틱 나이트폴???,차량번호 125호7310,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2183763&gubun=I,2022.10,23 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1851,1851,벤츠 마이바흐 2세대  S680 4매틱 -???,차량번호 187다8288,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2170001&gubun=I,2022.04,"12,935 km",가솔린,"5,980 cc (630마력)",검정색,불가,[가격상담],준비중,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1852,1852,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 101하7049,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2146051&gubun=I,2021.12,"8,549 km",가솔린,"3,982 cc (503마력)",검정색,"36개월 / 100,000km",[가격상담],준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1853,1853,벤츠 마이바흐 2세대  S580 4매틱 메트로폴리탄 나이트워크???,차량번호 125호6699,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2178880&gubun=I,2022.09,25 km,가솔린,"3,982 cc (503마력)",기타색상,"36개월 / 100,000km",[가격상담],준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
