,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
966,966,기아 K7 프리미어  2.5 노블레스???,차량번호 347다6527,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203454&gubun=K,2019.09?(20년형),"84,142 km",가솔린,"2,497 cc (198마력)",흰색,"60개월 / 100,000km","2,590만원",76,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
967,967,기아 올 뉴 K7 2.4 리미티드,차량번호 01마1684,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204518&gubun=K,2018.05,"76,995 km",가솔린,"2,359 cc (190마력)",진회색,만료,"1,860만원",56,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
968,968,기아 더 뉴 K7 2.4 프레스티지 스페셜,차량번호 19모2118,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205275&gubun=K,2013.05,"134,000 km",가솔린,"2,359 cc (201마력)",흰색,만료,850만원,27,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
969,969,기아 올 뉴 K7 2.4 프레스티지,차량번호 01어3417,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202812&gubun=K,2016.03,"128,704 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,199만원",38,무,무,유,유,무,유,무,유,유,유,등록,,,,,,,,,
970,970,기아 더 프레스티지 K7 2.4 프레스티지,차량번호 25보5622,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202322&gubun=K,2012.11,"158,892 km",가솔린,"2,359 cc (201마력)",검정색,만료,590만원,18,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
971,971,기아 더 뉴 K7 3.0 LPi 럭셔리,차량번호 17러3442,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200910&gubun=K,2014.01,"184,398 km",LPG,"2,999 cc (235마력)",검정색,정보없음,550만원,준비중,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
972,972,기아 K7 프리미어 2.5  노블레스,차량번호 349거5638,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205320&gubun=K,2019.11?(20년형),"53,527 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","2,160만원",64,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
973,973,기아 더 뉴 K7 2.4  프레스티지,차량번호 31무5428,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205253&gubun=K,2013.05,"102,020 km",가솔린,"2,359 cc (201마력)",검정색,만료,699만원,23,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
974,974,기아 K7 프리미어 2.5  노블레스,차량번호 332머6458,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205254&gubun=K,2019.11?(20년형),"37,637 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","2,360만원",70,무,무,유,유,유,유,무,유,유,유,등록,,,,,,,,,
975,975,기아 올 뉴 K7 2.4  프레스티지,차량번호 32라0180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205056&gubun=K,2016.11,"31,358 km",가솔린,"2,359 cc (190마력)",진회색,만료,"1,340만원",43,무,무,무,유,무,유,무,유,유,유,등록,,,,,,,,,
976,976,기아 올 뉴 K7 2.4 리미티드,차량번호 17너6042,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204905&gubun=K,2017.04,"83,658 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,699만원",준비중,무,무,유,유,무,유,무,유,유,유,등록,,,,,,,,,
977,977,기아 올 뉴 K7 3.0 LPi  럭셔리,차량번호 148라8657,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204904&gubun=K,2017.07,"101,388 km",LPG,"2,999 cc ()",흰색,정보없음,"1,199만원",준비중,유,유,유,유,무,유,무,유,무,유,등록,,,,,,,,,
978,978,기아 더 뉴 K7 2.4  프레스티지 스페셜,차량번호 36우6112,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203505&gubun=K,2013.07,"105,913 km",가솔린,"2,359 cc (201마력)",흰색,만료,999만원,31,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
979,979,기아 K7 프리미어 3.0  시그니처,차량번호 283다2400,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202615&gubun=K,2019.09?(20년형),"30,185 km",가솔린,"2,999 cc (266마력)",검정색,"60개월 / 100,000km","3,170만원",83,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
980,980,기아 K7 프리미어 2.5  노블레스,차량번호 315머3954,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2196106&gubun=K,2019.10?(20년형),"46,277 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","2,750만원",81,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
981,981,기아 K7 프리미어 2.5  노블레스,차량번호 358나5306,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204990&gubun=K,2019.09?(20년형),"67,311 km",가솔린,"2,497 cc (198마력)",흰색,"60개월 / 100,000km","2,360만원",70,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
982,982,기아 K7 프리미어 3.0 LPi   프레스티지,차량번호 244부8375,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204988&gubun=K,2020.01,"61,985 km",LPG,"2,999 cc (235마력)",진회색,"60개월 / 100,000km","1,999만원",58,,,,,,,,,,,등록,,,,,,,,,
983,983,기아 K7 프리미어 3.0  노블레스,차량번호 299러8441,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204997&gubun=K,2019.11?(20년형),"38,449 km",가솔린,"2,999 cc (266마력)",검정색,"60개월 / 100,000km","2,999만원",83,유,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
984,984,기아 더 뉴 K7  2.4 프레스티지 스페셜???,차량번호 24부1566,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2196914&gubun=K,2013.07,"86,373 km",가솔린,"2,359 cc (201마력)",검정색,불가,"1,150만원",36,유,유,유,유,유,유,무,무,무,유,미등록,,,,,,,,,
985,985,기아 올 뉴 K7 2.2 디젤 리미티드,차량번호 367수8800,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204189&gubun=K,2017.09,"89,200 km",디젤,"2,199 cc (202마력)",검정색,정보없음,"2,190만원",61,유,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
986,986,기아 K7 프리미어  2.5 노블레스???,차량번호 347다6527,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203454&gubun=K,2019.09?(20년형),"84,142 km",가솔린,"2,497 cc (198마력)",흰색,"60개월 / 100,000km","2,590만원",76,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
987,987,기아 올 뉴 K7 2.4 리미티드,차량번호 01마1684,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204518&gubun=K,2018.05,"76,995 km",가솔린,"2,359 cc (190마력)",진회색,만료,"1,860만원",56,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
988,988,기아 더 뉴 K7 2.4 프레스티지 스페셜,차량번호 19모2118,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205275&gubun=K,2013.05,"134,000 km",가솔린,"2,359 cc (201마력)",흰색,만료,850만원,27,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
989,989,기아 올 뉴 K7 2.4 프레스티지,차량번호 01어3417,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202812&gubun=K,2016.03,"128,704 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,199만원",38,무,무,유,유,무,유,무,유,유,유,등록,,,,,,,,,
990,990,기아 더 프레스티지 K7 2.4 프레스티지,차량번호 25보5622,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202322&gubun=K,2012.11,"158,892 km",가솔린,"2,359 cc (201마력)",검정색,만료,590만원,18,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
991,991,기아 더 뉴 K7 3.0 LPi 럭셔리,차량번호 17러3442,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200910&gubun=K,2014.01,"184,398 km",LPG,"2,999 cc (235마력)",검정색,정보없음,550만원,준비중,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
992,992,기아 K7 프리미어 2.5  노블레스,차량번호 349거5638,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205320&gubun=K,2019.11?(20년형),"53,527 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","2,160만원",64,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
993,993,기아 더 뉴 K7 2.4  프레스티지,차량번호 31무5428,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205253&gubun=K,2013.05,"102,020 km",가솔린,"2,359 cc (201마력)",검정색,만료,699만원,23,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
994,994,기아 K7 프리미어 2.5  노블레스,차량번호 332머6458,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205254&gubun=K,2019.11?(20년형),"37,637 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","2,360만원",70,무,무,유,유,유,유,무,유,유,유,등록,,,,,,,,,
995,995,기아 올 뉴 K7 2.4  프레스티지,차량번호 32라0180,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205056&gubun=K,2016.11,"31,358 km",가솔린,"2,359 cc (190마력)",진회색,만료,"1,340만원",43,무,무,무,유,무,유,무,유,유,유,등록,,,,,,,,,
996,996,기아 올 뉴 K7 2.4 리미티드,차량번호 17너6042,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204905&gubun=K,2017.04,"83,658 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,699만원",준비중,무,무,유,유,무,유,무,유,유,유,등록,,,,,,,,,
997,997,기아 올 뉴 K7 3.0 LPi  럭셔리,차량번호 148라8657,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204904&gubun=K,2017.07,"101,388 km",LPG,"2,999 cc ()",흰색,정보없음,"1,199만원",준비중,유,유,유,유,무,유,무,유,무,유,등록,,,,,,,,,
998,998,기아 더 뉴 K7 2.4  프레스티지 스페셜,차량번호 36우6112,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203505&gubun=K,2013.07,"105,913 km",가솔린,"2,359 cc (201마력)",흰색,만료,999만원,31,유,유,유,유,유,유,무,유,무,유,등록,,,,,,,,,
999,999,기아 K7 프리미어 3.0  시그니처,차량번호 283다2400,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202615&gubun=K,2019.09?(20년형),"30,185 km",가솔린,"2,999 cc (266마력)",검정색,"60개월 / 100,000km","3,170만원",83,무,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1000,1000,기아 K7 프리미어 2.5  노블레스,차량번호 315머3954,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2196106&gubun=K,2019.10?(20년형),"46,277 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","2,750만원",81,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
1001,1001,기아 K7 프리미어 2.5  노블레스,차량번호 358나5306,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204990&gubun=K,2019.09?(20년형),"67,311 km",가솔린,"2,497 cc (198마력)",흰색,"60개월 / 100,000km","2,360만원",70,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
1002,1002,기아 K7 프리미어 3.0 LPi   프레스티지,차량번호 244부8375,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204988&gubun=K,2020.01,"61,985 km",LPG,"2,999 cc (235마력)",진회색,"60개월 / 100,000km","1,999만원",58,,,,,,,,,,,등록,,,,,,,,,
1003,1003,기아 K7 프리미어 3.0  노블레스,차량번호 299러8441,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204997&gubun=K,2019.11?(20년형),"38,449 km",가솔린,"2,999 cc (266마력)",검정색,"60개월 / 100,000km","2,999만원",83,유,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1004,1004,기아 더 뉴 레이 1.0 스탠다드,차량번호 152구2379,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204187&gubun=K,2022.02,"30,600 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,190만원",87,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
1005,1005,기아 더 뉴 레이 1.0 밴 고급형,차량번호 121가6647,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2198885&gubun=K,2019.03,"44,346 km",가솔린,998 cc (78마력),회색,정보없음,800만원,63,무,무,무,무,무,유,무,무,무,무,등록,,,,,,,,,
1006,1006,기아 레이 1.0  프레스티지,차량번호 32도2505,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205301&gubun=K,2012.04,"88,917 km",가솔린,998 cc (78마력),진주색,만료,599만원,40,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
1007,1007,기아 더 뉴 레이  1.0 밴 프레스티지 스페셜,차량번호 325소4023,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200515&gubun=K,2022.04,"5,450 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,159만원",85,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
1008,1008,기아 레이 1.0 디럭스,차량번호 30모6610,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202047&gubun=K,2016.12,"100,000 km",가솔린,998 cc (78마력),베이지색,만료,700만원,54,무,무,무,무,무,유,무,무,무,무,등록,,,,,,,,,
1009,1009,기아 레이 1.0 디럭스 스페셜,차량번호 17무4226,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204134&gubun=K,2013.07,"143,000 km",가솔린,998 cc (78마력),하늘색,만료,420만원,32,무,무,무,유,무,유,무,무,무,무,등록,,,,,,,,,
1010,1010,기아 더 뉴 레이 1.0  시그니처,차량번호 332다7330,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205281&gubun=K,2021.09?(22년형),"12,819 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,559만원",98,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1011,1011,기아 더 뉴 레이 1.0  프레스티지,차량번호 64구6555,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204909&gubun=K,2018.07,"16,017 km",가솔린,998 cc (78마력),흰색,"60개월 / 100,000km","1,330만원",84,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1012,1012,기아 더 뉴 레이 1.0  프레스티지 베스트셀렉션,차량번호 139두3887,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204568&gubun=K,2022.02,"17,888 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,440만원",92,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
1013,1013,기아 더 뉴 레이 1.0  시그니처,차량번호 126수9099,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204321&gubun=K,2021.04,"32,655 km",가솔린,998 cc (76마력),검정색,"60개월 / 100,000km","1,360만원",86,무,무,무,무,무,무,무,무,무,무,등록,,,,,,,,,
1014,1014,기아 더 뉴 레이 1.0  프레스티지 베스트셀렉션,차량번호 279부1838,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204942&gubun=K,2022.01,"5,783 km",가솔린,998 cc (76마력),베이지색,"60개월 / 100,000km","1,509만원",96,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1015,1015,기아 더 뉴 레이 1.0 시그니처,차량번호 186가4103,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204323&gubun=K,2021.08?(22년형),"14,811 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,519만원",96,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
1016,1016,기아 더 뉴 레이 1.0 프레스티지,차량번호 316소6557,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204106&gubun=K,2022.11?(23년형),"12,914 km",가솔린,998 cc (76마력),검정색,"60개월 / 100,000km","1,590만원",준비중,무,무,무,무,무,무,무,무,무,무,등록,,,,,,,,,
1017,1017,기아 더 뉴 레이 1.0  프레스티지 베스트셀렉션,차량번호 345무7872,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203734&gubun=K,2022.08,"13,256 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,550만원",99,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1018,1018,기아 더 뉴 레이 1.0 시그니처,차량번호 151우2032,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202528&gubun=K,2020.11?(21년형),"10,127 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,399만원",89,무,무,무,무,무,무,무,무,무,무,등록,,,,,,,,,
1019,1019,기아 더 뉴 레이 1.0 프레스티지 베스트셀렉션,차량번호 392가1624,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201814&gubun=K,2022.01,"5,110 km",가솔린,998 cc (76마력),베이지색,"60개월 / 100,000km","1,540만원",98,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1020,1020,기아 더 뉴 레이 1.0 시그니처,차량번호 263로4273,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199657&gubun=K,2021.03,"11,603 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,420만원",90,무,무,무,무,무,무,무,무,무,유,등록,,,,,,,,,
1021,1021,기아 더 뉴 레이 1.0 프레스티지,차량번호 176로7697,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199995&gubun=K,2023.03,98 km,가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,699만원",준비중,무,무,무,무,무,무,무,무,무,유,등록,,,,,,,,,
1022,1022,기아 더 뉴 레이 1.0 시그니처,차량번호 176버7055,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199996&gubun=K,2022.03,"10,034 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,560만원",98,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1023,1023,기아 더 뉴 레이 1.0 시그니처,차량번호 257너3574,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200067&gubun=K,2021.06,"6,538 km",가솔린,998 cc (76마력),베이지색,"60개월 / 100,000km","1,490만원",94,무,무,무,무,무,무,무,무,무,유,등록,,,,,,,,,
1024,1024,기아 더 뉴 레이 1.0 스탠다드,차량번호 152구2379,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204187&gubun=K,2022.02,"30,600 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,190만원",87,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
1025,1025,기아 더 뉴 레이 1.0 밴 고급형,차량번호 121가6647,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2198885&gubun=K,2019.03,"44,346 km",가솔린,998 cc (78마력),회색,정보없음,800만원,63,무,무,무,무,무,유,무,무,무,무,등록,,,,,,,,,
1026,1026,기아 레이 1.0  프레스티지,차량번호 32도2505,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205301&gubun=K,2012.04,"88,917 km",가솔린,998 cc (78마력),진주색,만료,599만원,40,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
1027,1027,기아 더 뉴 레이  1.0 밴 프레스티지 스페셜,차량번호 325소4023,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200515&gubun=K,2022.04,"5,450 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,159만원",85,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
1028,1028,기아 레이 1.0 디럭스,차량번호 30모6610,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202047&gubun=K,2016.12,"100,000 km",가솔린,998 cc (78마력),베이지색,만료,700만원,54,무,무,무,무,무,유,무,무,무,무,등록,,,,,,,,,
1029,1029,기아 레이 1.0 디럭스 스페셜,차량번호 17무4226,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204134&gubun=K,2013.07,"143,000 km",가솔린,998 cc (78마력),하늘색,만료,420만원,32,무,무,무,유,무,유,무,무,무,무,등록,,,,,,,,,
1030,1030,기아 더 뉴 레이 1.0  시그니처,차량번호 332다7330,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205281&gubun=K,2021.09?(22년형),"12,819 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,559만원",98,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1031,1031,기아 더 뉴 레이 1.0  프레스티지,차량번호 64구6555,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204909&gubun=K,2018.07,"16,017 km",가솔린,998 cc (78마력),흰색,"60개월 / 100,000km","1,330만원",84,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1032,1032,기아 더 뉴 레이 1.0  프레스티지 베스트셀렉션,차량번호 139두3887,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204568&gubun=K,2022.02,"17,888 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,440만원",92,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
1033,1033,기아 더 뉴 레이 1.0  시그니처,차량번호 126수9099,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204321&gubun=K,2021.04,"32,655 km",가솔린,998 cc (76마력),검정색,"60개월 / 100,000km","1,360만원",86,무,무,무,무,무,무,무,무,무,무,등록,,,,,,,,,
1034,1034,기아 더 뉴 레이 1.0  프레스티지 베스트셀렉션,차량번호 279부1838,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204942&gubun=K,2022.01,"5,783 km",가솔린,998 cc (76마력),베이지색,"60개월 / 100,000km","1,509만원",96,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1035,1035,기아 더 뉴 레이 1.0 시그니처,차량번호 186가4103,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204323&gubun=K,2021.08?(22년형),"14,811 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,519만원",96,무,무,유,유,무,유,무,유,무,무,등록,,,,,,,,,
1036,1036,기아 더 뉴 레이 1.0 프레스티지,차량번호 316소6557,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204106&gubun=K,2022.11?(23년형),"12,914 km",가솔린,998 cc (76마력),검정색,"60개월 / 100,000km","1,590만원",준비중,무,무,무,무,무,무,무,무,무,무,등록,,,,,,,,,
1037,1037,기아 더 뉴 레이 1.0  프레스티지 베스트셀렉션,차량번호 345무7872,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203734&gubun=K,2022.08,"13,256 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,550만원",99,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1038,1038,기아 더 뉴 레이 1.0 시그니처,차량번호 151우2032,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202528&gubun=K,2020.11?(21년형),"10,127 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,399만원",89,무,무,무,무,무,무,무,무,무,무,등록,,,,,,,,,
1039,1039,기아 더 뉴 레이 1.0 프레스티지 베스트셀렉션,차량번호 392가1624,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201814&gubun=K,2022.01,"5,110 km",가솔린,998 cc (76마력),베이지색,"60개월 / 100,000km","1,540만원",98,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1040,1040,기아 더 뉴 레이 1.0 시그니처,차량번호 263로4273,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199657&gubun=K,2021.03,"11,603 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,420만원",90,무,무,무,무,무,무,무,무,무,유,등록,,,,,,,,,
1041,1041,기아 더 뉴 레이 1.0 프레스티지,차량번호 176로7697,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199995&gubun=K,2023.03,98 km,가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,699만원",준비중,무,무,무,무,무,무,무,무,무,유,등록,,,,,,,,,
1042,1042,기아 더 뉴 레이 1.0 시그니처,차량번호 176버7055,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199996&gubun=K,2022.03,"10,034 km",가솔린,998 cc (76마력),흰색,"60개월 / 100,000km","1,560만원",98,무,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1043,1043,기아 더 뉴 레이 1.0 시그니처,차량번호 257너3574,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200067&gubun=K,2021.06,"6,538 km",가솔린,998 cc (76마력),베이지색,"60개월 / 100,000km","1,490만원",94,무,무,무,무,무,무,무,무,무,유,등록,,,,,,,,,
1044,1044,기아 올 뉴 모닝 1.0 LPi  럭셔리,차량번호 171서6060,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202351&gubun=K,2018.02,"83,624 km",LPG,998 cc (),흰색,만료,740만원,59,무,무,유,무,무,유,무,무,무,무,등록,,,,,,,,,
1045,1045,기아 더 뉴 모닝 1.0  럭셔리,차량번호 29수0600,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2200206&gubun=K,2015.12?(16년형),"87,760 km",가솔린,998 cc (),검정색,만료,620만원,52,,,,,,,,,,,등록,,,,,,,,,
1046,1046,기아 더 뉴 모닝 1.0 럭셔리,차량번호 26버0972,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204965&gubun=K,2015.12?(16년형),"118,940 km",가솔린,998 cc (),흰색,만료,570만원,47,무,무,유,무,무,유,무,무,무,무,등록,,,,,,,,,
1047,1047,기아 올 뉴 모닝 1.0 럭셔리,차량번호 137다1842,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2184862&gubun=K,2019.10?(20년형),"18,000 km",가솔린,998 cc (),빨간색,"60개월 / 100,000km",790만원,65,무,무,무,무,무,무,무,무,무,무,등록,,,,,,,,,
1048,1048,기아 올 뉴 모닝  1.0 LPi 럭셔리??,차량번호 155가4255,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202660&gubun=K,2019.09?(20년형),"58,673 km",LPG,998 cc (74마력),베이지색,"60개월 / 100,000km",730만원,51,무,무,유,무,무,유,무,유,무,무,미등록,,,,,,,,,
1049,1049,기아 올 뉴 모닝 1.0 밴 고급형,차량번호 153누3364,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201801&gubun=K,2018.05,"59,000 km",가솔린,998 cc (),흰색,만료,520만원,53,,,,,,,,,,,등록,,,,,,,,,
1050,1050,기아 모닝 어반 1.0 프레스티지 베스트 셀렉션,차량번호 177모4037,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2201543&gubun=K,2022.05,"13,852 km",가솔린,998 cc (),흰색,정보없음,"1,279만원",준비중,무,무,무,무,무,무,무,무,무,유,등록,,,,,,,,,
1051,1051,기아 모닝 어반 1.0  시그니처,차량번호 352머8003,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205217&gubun=K,2021.12?(22년형),"17,573 km",가솔린,998 cc (76마력),베이지색,"60개월 / 100,000km","1,279만원",86,무,무,무,무,무,무,무,무,무,유,등록,,,,,,,,,
